"","code","name","level","name_en","name_es","name_short_es","name_short_en","parent_id"
19,"03","Fish and crustaceans, molluscs and other aquatic invertebrates.","2digit","Fish and crustaceans, molluscs and other aquatic invertebrates.","Pescados y crustáceos, moluscos y demás invertebrados acuáticos","Pescado","Fish",0.0
20,"0301","Live fish","4digit","Live fish","Peces vivos","Peces vivos","Live Fish",19.0
21,"0302","Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304","4digit","Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304","Pescado fresco o refrigerado, excepto los filetes y demás carne de pescado de la partida 03.04.","Pescado, excepto los filetes","Fish, excluding fillets",19.0
22,"0303","Fish, frozen, excluding fish fillets and other fish meat of heading 0304","4digit","Fish, frozen, excluding fish fillets and other fish meat of heading 0304","Pescado congelado, excepto los filetes y demás carne de pescado de la partida 03.04.","Pescado congelado, excepto los filetes","Frozen fish, excluding fillets",19.0
23,"0304","Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen","4digit","Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen","Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados.","Filetes de pescado","Fish fillets",19.0
24,"0305","Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption","4digit","Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption","Pescado seco, salado o en salmuera; pescado ahumado, incluso cocido antes o durante el ahumado; harina, polvo y “pellets” de pescado, aptos para la alimentación humana.","Pescado preservado","Preserved fish",19.0
25,"0306","Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crusta","4digit","Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crusta","Crustáceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; crustáceos ahumados, incluso pelados o cocidos, antes o durante el ahumado; crustáceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera; harina, polvo y “pellets” de crustáceos, aptos para consumo humano.","Crustáceos","Crustaceans",19.0
26,"0307","Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; flours, meals and pellets of aquatic invertebra","4digit","Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; flours, meals and pellets of aquatic invertebra","Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado; harina, polvo y “pellets” de moluscos, aptos para consumo humano.","Moluscos","Molluscs",19.0
27,"0308","Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption.","4digit","Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption.","Invertebrados acuáticos, excepto los crustáceos y moluscos, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; invertebrados acuáticos, excepto los crustáceos y moluscos, ahumados, incluso cocidos antes o durante el ahumado; harina, polvo y “pellets”, de invertebrados acuáticos excepto los crustáceos y moluscos, aptos para consumo humano.","Invertebrados acuáticos","Aquatic invertibrates",19.0
28,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included.","2digit","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included.","Producción diaria; huevos de ave; miel natural; productos comestibles de origen animal, no expresados ni comprendidos en otra parte","Productos lácteos","Diary products",0.0
29,"0401","Milk and cream, not concentrated nor containing added sugar or other sweetening matter","4digit","Milk and cream, not concentrated nor containing added sugar or other sweetening matter","Leche y nata (crema), sin concentrar, sin adición de azúcar ni otro edulcorante.","Leche","Milk",28.0
30,"0402","Milk and cream, concentrated or containing added sugar or other sweetening matter","4digit","Milk and cream, concentrated or containing added sugar or other sweetening matter","Leche y nata (crema), concentradas o con adición de azúcar u otro edulcorante.","Leche, concentrada","Milk, concentrated",28.0
31,"0403","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa","4digit","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa","Suero de mantequilla, leche y nata (crema) cuajadas, yogur, kefir y demás leches y natas (cremas), fermentadas o acidificadas, incluso concentrados, con adición de azúcar u otro edulcorante, aromatizados o con frutas u otros frutos o cacao.","Productos de leche, fermentada","Fermented milk products",28.0
32,"0404","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included","4digit","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included","Lactosuero, incluso concentrado o con adición de azúcar u otro edulcorante; productos constituidos por los componentes naturales de la leche, incluso con adición de azúcar u otro edulcorante, no expresados ni comprendidos en otra parte.","Lactosuero","Whey",28.0
33,"0405","Butter and other fats and oils derived from milk; dairy spreads","4digit","Butter and other fats and oils derived from milk; dairy spreads","Mantequilla y demás materias grasas de la leche; pastas lácteas para untar.","Mantequilla","Butter",28.0
34,"0406","Cheese and curd","4digit","Cheese and curd","Quesos y requesón","Quesos y requesón","Cheese",28.0
35,"0407","Birds eggs, in shell, fresh, preserved or cooked","4digit","Birds eggs, in shell, fresh, preserved or cooked","Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos.","Huevos de ave","Eggs, in shell",28.0
36,"0408","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, molded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter","4digit","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, molded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter","Huevos de ave sin cáscara (cascarón) y yemas de huevo, frescos, secos, cocidos en agua o vapor, moldeados, congelados o conservados de otro modo, incluso con adición de azúcar u otro edulcorante.","Yemas de huevo","Egg yolks",28.0
37,"0409","Amber or darker","4digit","Amber or darker","Miel natural.","Miel natural","Honey",28.0
38,"0410","Edible products of animal origin, not elsewhere specified or included","4digit","Edible products of animal origin, not elsewhere specified or included","Productos comestibles de origen animal no expresados ni comprendidos en otra parte.","Productos comestibles de origen animal, n.c.p.","Edible animal products, n.e.c.",28.0
39,"05","Products of animal origin, not elsewhere specified or included.","2digit","Products of animal origin, not elsewhere specified or included.","Productos de origen animal, no expresados ni comprendidos en otra parte","Productos de origen animal","Animal products",0.0
40,"0501","Human hair, unworked, whether or not washed or scoured; waste of human hair","4digit","Human hair, unworked, whether or not washed or scoured; waste of human hair","Cabello en bruto, incluso lavado o desgrasado; desperdicios de cabello.","Cabello en bruto","Human hair, unworked",39.0
41,"0502","Pigs', hogs' or boars' bristles and hair; badger hair and other brushmaking hair; waste of such bristles or hair","4digit","Pigs', hogs' or boars' bristles and hair; badger hair and other brushmaking hair; waste of such bristles or hair","Cerdas de cerdo o de jabalí; pelo de tejón y demás pelos para cepillería; desperdicios de dichas cerdas o pelos.","Pelos para cepillería","Brushmaking hair",39.0
42,"0503","Horsehair and horsehair waste, whether or not put up as alayer with or without supporting material","4digit","Horsehair and horsehair waste, whether or not put up as alayer with or without supporting material","Crin y sus desperdicios","Crin","Horsehair",39.0
43,"0504","Guts, bladders and stomachs of animals except fish","4digit","Guts, bladders and stomachs of animals except fish","Tripas, vejigas y estómagos de animales, excepto los de pescado, enteros o en trozos, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados.","Tripas de animales, excepto los de pescado","Animal guts, except fish",39.0
44,"0505","Skins and other parts of birds, with their feathers or down, feathers and parts of feathers(whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of fea","4digit","Skins and other parts of birds, with their feathers or down, feathers and parts of feathers(whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of fea","Pieles y demás partes de ave, con sus plumas o plumón, plumas y partes de plumas (incluso recortadas) y plumón, en bruto o simplemente limpiados, desinfectados o preparados para su conservación; polvo y desperdicios de plumas o de partes de plumas.","Plumas y plumón","Feathers and down",39.0
45,"0506","Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products","4digit","Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products","Huesos y núcleos córneos, en bruto, desgrasados, simplemente preparados (pero sin cortar en forma determinada), acidulados o desgelatinizados; polvo y desperdicios de estas materias.","Huesos preparados","Bones, simply prepared",39.0
46,"0507","Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products","4digit","Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products","Marfil, concha (caparazón) de tortuga, ballenas de mamíferos marinos (incluidas las barbas), cuernos, astas, cascos, pezuñas, uñas, garras y picos, en bruto o simplemente preparados, pero sin cortar en forma determinada; polvo y desperdicios de estas materias.","Marfil, cuernos, etc.","Ivory, tortoise-shell, whalebone, etc.",39.0
47,"0508","Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared but not cut to shape, powder and waste thereof","4digit","Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared but not cut to shape, powder and waste thereof","Coral y materias similares, en bruto o simplemente preparados, pero sin otro trabajo; valvas y caparazones de moluscos, crustáceos o equinodermos, y jibiones, en bruto o simplemente preparados, pero sin cortar en forma determinada, incluso en polvo y desperdicios.","Coral y materias similares","Coral and shells",39.0
48,"0509","Sponges, natural, of animal origin","4digit","Sponges, natural, of animal origin","Esponjas, naturales, de origen animal","Esponjas de origen animal","Sponges of animal origin",39.0
49,"0510","Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved:","4digit","Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved:","Ambar gris, castóreo, algalia y almizcle; cantáridas; bilis, incluso desecada; glandulas y demás sustancias de origen animal utilizadas para la preparación de productos farmacéuticos, frescas, refrigeradas, congeladas o conservadas provisionalmente","Glándulas y sustancias de origen animal para farmacéuticos","Glands and other animal products used in pharmaceuticals",39.0
50,"0511","Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption","4digit","Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption","Productos de origen animal no expresados ni comprendidos en otra parte; animales muertos de los Capítulos 1 ó 3, impropios para la alimentación humana.","Productos de origen animal no expresados en otra parte","Animal products not elsewhere specified",39.0
51,"06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage.","2digit","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage.","Plantas vivas y otras plantas; bulbos, raíces y similares; flores cortadas y follaje ornamental","Plantas","Plants",0.0
52,"0601","Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 1212","4digit","Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 1212","Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo, en vegetación o en flor; plantas y raíces de achicoria, excepto las raíces de la partida 12.12.","Bulbos, cebollas, etc.","Flower bulbs",51.0
53,"0602","Other live plants (including their roots), cuttings and slips; mushroom spawn","4digit","Other live plants (including their roots), cuttings and slips; mushroom spawn","Las demás plantas vivas (incluidas sus raíces), esquejes e injertos; micelios.","Plantas vivas con raíces","Other live plants",51.0
54,"0603","Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared","4digit","Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared","Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos, impregnados o preparados de otra forma.","Flores cortadas, frescas","Cut flowers",51.0
55,"0604","Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared","4digit","Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared","Follaje, hojas, ramas y demás partes de plantas, sin flores ni capullos, y hierbas, musgos y líquenes, para ramos o adornos, frescos, secos, blanqueados, teñidos, impregnados o preparados de otra forma.","Otras partes de plantas","Other parts of plants",51.0
56,"07","Edible vegetables and certain roots and tubers.","2digit","Edible vegetables and certain roots and tubers.","Hortilizas, raíces y tubérculos","Hortilizas","Vegetables",0.0
57,"0701","Potatoes, fresh or chilled","4digit","Potatoes, fresh or chilled","Papas (patatas) frescas o refrigeradas.","Papas frescas o refrigeradas","Potatoes",56.0
58,"0702","Tomatoes, fresh or chilled","4digit","Tomatoes, fresh or chilled","Tomates frescos o refrigerados","Tomates frescos o refrigerados","Tomatoes",56.0
59,"0703","Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled","4digit","Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled","Cebollas, chalotes, ajos, puerros y demás hortalizas aliáceas, frescos o refrigerados.","Cebollas, chalotes, ajo etc.","Onions, shallots, garlic, etc.",56.0
60,"0704","Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled","4digit","Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled","Coles, incluidos los repollos, coliflores, coles rizadas, colinabos y productos comestibles similares del género Brassica, frescos o refrigerados.","Coles, coliflores etc.","Cabbages, cauliflower, kale, etc.",56.0
61,"0705","Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled","4digit","Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled","Lechugas (Lactuca sativa) y achicorias, comprendidas la escarola y la endibia (Cichorium spp.), frescas o refrigeradas.","Lechuga","Lettuce",56.0
62,"0706","Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled","4digit","Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled","Zanahorias, nabos, remolachas para ensalada, salsifíes, apionabos, rábanos y raíces comestibles similares, frescos o refrigerados.","Zanahorias, nabos y remolachas","Carrots, turnips, beets, etc.",56.0
63,"0707","Cucumbers, including gherkins, fresh or chilled","4digit","Cucumbers, including gherkins, fresh or chilled","Pepinos y pepinillos, frescos o refrigerados","Pepinos","Cucumbers",56.0
64,"0708","Leguminous vegetables, shelled or unshelled, fresh or chilled","4digit","Leguminous vegetables, shelled or unshelled, fresh or chilled","Hortalizas de vaina, aunque estén desvainadas, frescas o refrigeradas.","Legumbres","Legumes",56.0
65,"0709","Other vegetables, fresh or chilled","4digit","Other vegetables, fresh or chilled","Las demás hortalizas, frescas o refrigeradas.","Las demás hortalizas","Other vegetables",56.0
66,"0710","Vegetables (uncooked or cooked by steaming or boiling in water), frozen","4digit","Vegetables (uncooked or cooked by steaming or boiling in water), frozen","Hortalizas (incluso silvestres), aunque estén cocidas en agua o vapor, congeladas.","Hortalizas congeladas","Frozen vegetables",56.0
67,"0711","Vegetables provisionally preserved (for example, by sulfur dioxide gas, in brine, in sulfur water or in other preservative solutions), but unsuitable in that state for immediate consumption","4digit","Vegetables provisionally preserved (for example, by sulfur dioxide gas, in brine, in sulfur water or in other preservative solutions), but unsuitable in that state for immediate consumption","Hortalizas conservadas provisionalmente (por ejemplo: con gas sulfuroso o con agua salada, sulfurosa o adicionada de otras sustancias para asegurar dicha conservación), pero todavía impropias para consumo inmediato.","Hortalizas conservadas provisionalmente","Vegetables, provisionally preserved",56.0
68,"0712","Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared","4digit","Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared","Hortalizas secas, incluidas las cortadas en trozos o en rodajas o las trituradas o pulverizadas, pero sin otra preparación.","Hortalizas secas","Vegetables, dried",56.0
69,"0713","Dried leguminous vegetables, shelled, whether or not skinned or split","4digit","Dried leguminous vegetables, shelled, whether or not skinned or split","Hortalizas de vaina secas desvainadas, aunque estén mondadas o partidas.","Hortalizas de vaina secas","Legumes, dried",56.0
70,"0714","Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith","4digit","Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith","Raíces de yuca (mandioca), arrurruz o salep, aguaturmas (patacas), camotes (boniatos, batatas) y raíces y tubérculos similares ricos en fécula o inulina, frescos, refrigerados, congelados o secos, incluso troceados o en “pellets”; médula de sagú.","Yuca y raíces similares","Tubers",56.0
71,"08","Edible fruit and nuts; peel of citrus fruit or melons.","2digit","Edible fruit and nuts; peel of citrus fruit or melons.","Frutas y frutos secos comestibles; cortezas de agrios o de melones","Frutas y frutos secos","Fruits and nuts",0.0
72,"0801","Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled","4digit","Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled","Cocos, nueces del Brasil y nueces de marañón (merey, cajuil, anacardo, “cajú”), frescos o secos, incluso sin cáscara o mondados.","Cocos, nueces del Brasil y nueces de marañón","Coconuts, Brazil nuts and cashews",71.0
73,"0802","Other nuts, fresh or dried, whether or not shelled or peeled","4digit","Other nuts, fresh or dried, whether or not shelled or peeled","Los demás frutos de cáscara frescos o secos, incluso sin cáscara o mondados.","Otros frutos de cáscara","Other nuts",71.0
74,"0803","Bananas and plantains, fresh or dried","4digit","Bananas and plantains, fresh or dried","Bananas, incluidos los plátanos para cocinar (plantains), frescos o secos.","Bananas y plátanos","Bananas and plantains",71.0
75,"0804","Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried","4digit","Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried","Dátiles, higos, piñas (ananás), aguacates (paltas), guayabas, mangos y mangostanes, frescos o secos.","Dátiles, piñas, aguacates, etc.","Dates, figs, pineapples, avocados, guavas, mangos",71.0
76,"0805","Citrus fruit, fresh or dried","4digit","Citrus fruit, fresh or dried","Agrios (cítricos) frescos o secos.","Agrios","Citrus fruit",71.0
77,"0806","Grapes, fresh or dried","4digit","Grapes, fresh or dried","Uvas, frescas o secas, incluidas las pasas.","Uvas","Grapes",71.0
78,"0807","Melons (including watermelons) and papayas (papaws), fresh","4digit","Melons (including watermelons) and papayas (papaws), fresh","Melones, sandías y papayas, frescos.","Melones y papayas","Melons and papayas",71.0
79,"0808","Apples, pears and quinces, fresh","4digit","Apples, pears and quinces, fresh","Manzanas, peras y membrillos, frescos.","Manzanas, peras y membrillos","Apples, pears and quinces",71.0
80,"0809","Apricots, cherries, peaches (including nectarines), plums (including prune plums) and sloes, fresh","4digit","Apricots, cherries, peaches (including nectarines), plums (including prune plums) and sloes, fresh","Chabacanos (damascos, albaricoques), cerezas, duraznos (melocotones) (incluidos los griñones y nectarinas), ciruelas y endrinas, frescos.","Chabacanos","Apricots, cherries, peaches, plums",71.0
81,"0810","Other fruit, fresh","4digit","Other fruit, fresh","Las demás frutas u otros frutos, frescos.","Otras frutas frescas","Other fresh fruit",71.0
82,"0811","Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","4digit","Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados, incluso con adición de azúcar u otro edulcorante.","Frutas y frutos secos, congelados","Fruits and nuts, frozen",71.0
83,"0812","Fruit and nuts, provisionally preserved (for example, by sulfur dioxide gas, in brine, in sulfur water or in other preservative solutions), but unsuitable in that state for immediate consumption","4digit","Fruit and nuts, provisionally preserved (for example, by sulfur dioxide gas, in brine, in sulfur water or in other preservative solutions), but unsuitable in that state for immediate consumption","Frutas y otros frutos, conservados provisionalmente (por ejemplo: con gas sulfuroso o con agua salada, sulfurosa o adicionada de otras sustancias para dicha conservación), pero todavía impropios para consumo inmediato.","Frutas y frutos secos, conservados provisionalmente","Fruits and nuts, provisionally preserved",71.0
84,"0813","Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter","4digit","Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter","Frutas y otros frutos, secos, excepto los de las partidas 08.01 a 08.06; mezclas de frutas u otros frutos, secos, o de frutos de cáscara de este Capítulo.","Otras frutas secas","Fruits, dried",71.0
85,"0814","Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulfur water or in other preservative solutions","4digit","Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulfur water or in other preservative solutions","Cortezas de agrios (cítricos), melones o sandías, frescas, congeladas, secas o presentadas en agua salada, sulfurosa o adicionada de otras sustancias para su conservación provisional.","Cortezas de agrios, melones o sandías","Peel of citrus fruit or melons",71.0
86,"09","Coffee, tea, mate and spices.","2digit","Coffee, tea, mate and spices.","Café, té, yerba mate y especias","Café, té y especias","Coffee, tea and spices",0.0
87,"0901","Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion","4digit","Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion","Café, incluso tostado o descafeinado; cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción.","Café, no tostado","Coffee",86.0
88,"0902","Tea, whether or not flavored","4digit","Tea, whether or not flavored","Té, incluso aromatizado.","Té, incluso aromatizado","Tea",86.0
89,"0903","Mate","4digit","Mate","Yerba mate.","Yerba mate","Mate",86.0
90,"0904","Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum (peppers) or of the genus Pimenta (e.g., allspice)","4digit","Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum (peppers) or of the genus Pimenta (e.g., allspice)","Pimienta del género Piper; frutos de los géneros Capsicum o Pimenta, secos, triturados o pulverizados.","Pimienta","Pepper",86.0
91,"0905","Vanilla beans","4digit","Vanilla beans","Vainilla.","Vainilla","Vanilla",86.0
92,"0906","Cinnamon and cinnamon-tree flowers","4digit","Cinnamon and cinnamon-tree flowers","Canela y flores de canelero.","Canela","Cinnamon",86.0
